CVE-2018-21098||NETGEAR R7800设备在1.0.2.60之前受认证用户的命令注入影响。
CVE-2018-2780||Oracle MySQL的MySQL Server组件（子组件：服务器：优化器）中存在漏洞。受影响的支持版本为5.7.21及之前的版本。容易被利用的漏洞允许低权限的攻击者通过多种协议访问网络，从而破坏MySQL服务器。成功攻击此漏洞可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分6.5（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-2781||Oracle MySQL的MySQL Server组件（子组件：服务器：优化器）中存在漏洞。受影响的支持版本为5.5.59及以前版本、5.6.39及以前版本和5.7.21及以前版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的MySQL服务器挂起或经常重复崩溃（完全DOS）的能力。CVSS 3.0基础得分4.9（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-2782||Oracle MySQL的MySQL Server组件（子组件：InnoDB）中存在漏洞。受影响的支持版本为5.6.39及之前的版本和5.7.21及之前的版本。容易被利用的漏洞允许具有网络访问权的低权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分6.5（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-2783||Oracle Java SE的Java SE、Java SE Embedded、JRockit组件中存在漏洞（子组件：安全）。受影响的支持版本有Java SE：6u181、7u161和8u152；Java SE Embedded：8u152；JRockit。R28.3.17.难以利用的漏洞允许未认证的攻击者通过多个协议访问网络，从而破坏Java SE、Java SE Embedded、JRockit。成功攻击此漏洞可导致未经授权创建、删除或修改访问关键数据或所有Java SE、Java SE Embedded、JRockit可访问数据，以及未经授权访问关键数据或完全访问所有Java SE、Java SE Embedded、JRockit可访问数据。注意：适用于客户端和服务器部署的Java。此漏洞可通过沙箱的Java Web Start应用程序和沙箱的Java小程序被利用。也可通过向指定组件中的API提供数据而不使用沙盒的Java Web Start应用程序或沙盒的Java小程序，如通过网络服务，来利用该漏洞。CVSS 3.0基础得分7.4（机密性和完整性影响）。CVSS向量：（CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N）。
CVE-2018-2784||Oracle MySQL的MySQL Server组件（子组件：InnoDB）中存在漏洞。受影响的支持版本为5.6.39及之前的版本和5.7.21及之前的版本。容易被利用的漏洞允许具有网络访问权的低权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分6.5（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-2785||在Oracle PeopleSoft产品的PeopleSoft Enterprise PeopleTools组件（子组件：样式表）中存在漏洞。受影响的支持版本为8.54、8.55和8.56。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏PeopleSoft Enterprise PeopleTools。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在PeopleSoft Enterprise PeopleTools中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对PeopleSoft Enterprise PeopleTools的一些可访问数据进行未经授权的更新、插入或删除。CVSS 3.0基础得分4.7（完整性影响）。CVSS向量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:N/I:L/A:N）。
CVE-2018-2786||Oracle MySQL的MySQL Server组件（子组件：InnoDB）中存在漏洞。受影响的支持版本为5.7.21及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。成功攻击该漏洞可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS），以及未经授权的更新、插入或删除访问一些MySQL服务器的可访问数据。CVSS 3.0基础得分5.5（完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:H）。
CVE-2018-2787||Oracle MySQL的MySQL Server组件（子组件：InnoDB）中存在漏洞。受影响的支持版本为5.6.39及之前的版本和5.7.21及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的MySQL服务器挂起或经常重复崩溃（完全DOS），以及未经授权的更新、插入或删除访问一些MySQL服务器可访问的数据。CVSS 3.0基础得分5.5（完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:H）。
CVE-2018-2788||在Oracle PeopleSoft产品的PeopleSoft Enterprise PeopleTools组件（子组件：Fluid Core）中存在漏洞。受影响的支持版本为8.55和8.56。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏PeopleSoft Enterprise PeopleTools。成功的攻击需要攻击者以外的人的互动，虽然该漏洞存在于PeopleSoft Enterprise PeopleTools中，但攻击可能会对其他产品产生重大影响。对该漏洞的成功攻击可能导致对PeopleSoft Enterprise PeopleTools的一些可访问数据进行未经授权的更新、插入或删除访问，以及对PeopleSoft Enterprise PeopleTools可访问数据的子集进行未经授权的读取访问。CVSS 3.0基础得分6.1（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N）。
CVE-2018-2789||Oracle Siebel CRM的Siebel Core - Server Framework组件（子组件：服务）中存在漏洞。受影响的支持版本是17.0。容易被利用的漏洞允许具有网络访问权的低权限攻击者通过HTTP控制Siebel Core - Server Framework。虽然该漏洞存在于Siebel Core - Server Framework中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能会导致对Siebel Core - Server Framework可访问数据子集的未经授权的读取访问。CVSS 3.0基础得分5.0（保密性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:N/A:N）。
CVE-2018-2790||Oracle Java SE的Java SE、Java SE Embedded组件中存在漏洞（子组件：安全）。受影响的支持版本是Java SE：6u181、7u171、8u162和10；Java SE Embedded：8u161。难以利用的漏洞允许未认证的攻击者通过多个协议访问网络，从而破坏Java SE、Java SE Embedded。成功的攻击需要攻击者以外的人的互动。成功攻击此漏洞可导致未经授权更新、插入或删除访问一些Java SE、Java SE Embedded的可访问数据。注意：该漏洞适用于Java部署，通常是在运行沙盒化的Java Web Start应用程序或沙盒化的Java小程序的客户端，加载和运行不受信任的代码（例如，来自互联网的代码），并依靠Java沙盒的安全性。该漏洞不适用于通常在服务器中的Java部署，这些部署只加载和运行受信任的代码（例如，由管理员安装的代码）。CVSS 3.0基础得分3.1（完整性影响）。CVSS向量：（CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:N）。
CVE-2018-2791||Oracle Fusion Middleware的Oracle WebCenter Sites组件（子组件：高级用户界面）中存在漏洞。受影响的支持版本为11.1.1.8.0、12.2.1.2.0和12.2.1.3.0。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏Oracle WebCenter网站。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle WebCenter Sites中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对关键数据的未授权访问或对所有Oracle WebCenter Sites可访问数据的完全访问，以及对一些Oracle WebCenter Sites可访问数据的未授权更新、插入或删除访问。CVSS 3.0基础得分8.2（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:L/A:N）。
CVE-2018-2792||Oracle Sun Systems Products Suite的硬件管理包组件（子组件：Ipmitool）中存在漏洞。受影响的支持版本为2.4.3之前。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏硬件管理包。成功攻擊此漏洞可導致未經授權更新、插入或刪除某些硬體管理套件的可存取資料，以及未經授權讀取硬體管理套件的可存取資料子集。CVSS 3.0基本得分3.8（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:N）。
CVE-2018-2793||Oracle PeopleSoft产品的PeopleSoft Enterprise PT PeopleTools组件（子组件：PsAdmin）中存在漏洞。受影响的支持版本为8.54、8.55和8.56。容易被利用的漏洞允许未经认证的攻击者登录到PeopleSoft Enterprise PT PeopleTools执行的基础设施，从而破坏PeopleSoft Enterprise PT PeopleTools。成功攻擊此漏洞可導致未經授權存取關鍵資料或完全存取所有 PeopleSoft Enterprise PT PeopleTools 可存取的資料。CVSS 3.0基础得分6.2（保密性影响）。CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N).
CVE-2018-2794||Java SE中的漏洞，Oracle Java SE的JRockit组件（子组件：安全）。受影响的支持版本是Java SE：6u181，7u171，8u162，10和JRockit。R28.3.17.难以利用的漏洞允许未经认证的攻击者通过登录Java SE, JRockit执行的基础设施来破坏Java SE, JRockit。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Java SE, JRockit中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对Java SE, JRockit的接管。注意：适用于客户端和服务器部署的Java。此漏洞可通过沙箱的Java Web Start应用程序和沙箱的Java小程序被利用。也可通过向指定组件的API提供数据而不使用沙盒的Java Web Start应用程序或沙盒的Java小程序，如通过网络服务来利用。CVSS 3.0基础得分7.7（机密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-2795||Oracle Java SE的Java SE、Java SE Embedded、JRockit组件（子组件：安全）中存在漏洞。受影响的支持版本有Java SE：6u181、7u171、8u162和10；Java SE Embedded：8u161；JRockit。R28.3.17.容易被利用的漏洞允许未经授权的攻击者通过多种协议访问网络，从而破坏Java SE、Java SE Embedded、JRockit。成功攻擊此漏洞可導致未經授權的能力，造成 Java SE、Java SE Embedded、JRockit 的部分拒絕服務（部分 DOS）。注意：适用于客户端和服务器部署的Java。此漏洞可通过沙箱的Java Web Start应用程序和沙箱的Java小程序被利用。也可通过向指定组件的API提供数据而不使用沙盒的Java Web Start应用程序或沙盒的Java小程序，例如通过网络服务，来利用该漏洞。CVSS 3.0基础得分5.3（可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L）。
CVE-2018-2796||Oracle Java SE的Java SE、Java SE Embedded、JRockit组件中存在漏洞（子组件：并发性）。受影响的支持版本有Java SE：7u171、8u162和10；Java SE Embedded：8u161；JRockit。R28.3.17.容易被利用的漏洞允许未经认证的攻击者通过多种协议访问网络，从而破坏Java SE、Java SE Embedded、JRockit。成功攻擊此漏洞可導致未經授權的能力，造成 Java SE、Java SE Embedded、JRockit 的部分拒絕服務（部分 DOS）。注意：适用于客户端和服务器部署的Java。此漏洞可通过沙箱的Java Web Start应用程序和沙箱的Java小程序被利用。也可通过向指定组件的API提供数据而不使用沙盒的Java Web Start应用程序或沙盒的Java小程序，例如通过网络服务，来利用该漏洞。CVSS 3.0基础得分5.3（可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L）。
CVE-2018-2797||Oracle Java SE的Java SE、Java SE Embedded、JRockit组件（子组件：JMX）中存在漏洞。受影响的支持版本有Java SE：6u181、7u171、8u162和10；Java SE Embedded：8u161；JRockit。R28.3.17.容易被利用的漏洞允许未经授权的攻击者通过多种协议访问网络，从而破坏Java SE、Java SE Embedded、JRockit。成功攻擊此漏洞可導致未經授權的能力，造成 Java SE、Java SE Embedded、JRockit 的部分拒絕服務（部分 DOS）。注意：适用于客户端和服务器部署的Java。此漏洞可通过沙箱的Java Web Start应用程序和沙箱的Java小程序被利用。也可通过向指定组件的API提供数据而不使用沙盒的Java Web Start应用程序或沙盒的Java小程序，例如通过网络服务，来利用该漏洞。CVSS 3.0基础得分5.3（可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L）。
CVE-2018-2798||Oracle Java SE的Java SE、Java SE Embedded、JRockit组件（子组件：AWT）中存在漏洞。受影响的支持版本有Java SE：6u181、7u171、8u162和10；Java SE Embedded：8u161；JRockit。R28.3.17.容易被利用的漏洞允许未经授权的攻击者通过多种协议访问网络，从而破坏Java SE、Java SE Embedded、JRockit。成功攻擊此漏洞可導致未經授權的能力，造成 Java SE、Java SE Embedded、JRockit 的部分拒絕服務（部分 DOS）。注意：适用于客户端和服务器部署的Java。此漏洞可通过沙箱的Java Web Start应用程序和沙箱的Java小程序被利用。也可通过向指定组件的API提供数据而不使用沙盒的Java Web Start应用程序或沙盒的Java小程序，例如通过网络服务，来利用该漏洞。CVSS 3.0基础得分5.3（可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L）。
CVE-2018-2799||Oracle Java SE的Java SE、Java SE Embedded、JRockit组件（子组件：JAXP）中存在漏洞。受影响的支持版本有Java SE：7u171、8u162和10；Java SE Embedded：8u161；JRockit。R28.3.17.容易被利用的漏洞允许未经认证的攻击者通过多种协议访问网络，从而破坏Java SE、Java SE Embedded、JRockit。成功攻擊此漏洞可導致未經授權的能力，造成 Java SE、Java SE Embedded、JRockit 的部分拒絕服務（部分 DOS）。注意：适用于客户端和服务器部署的Java。此漏洞可通过沙箱的Java Web Start应用程序和沙箱的Java小程序被利用。也可通过向指定组件的API提供数据而不使用沙盒的Java Web Start应用程序或沙盒的Java小程序，例如通过网络服务，来利用该漏洞。CVSS 3.0基础得分5.3（可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L）。
CVE-2018-2800||Java SE中的漏洞，Oracle Java SE的JRockit组件（子组件：RMI）。受影响的支持版本是Java SE：6u181、7u171和8u162；JRockit。R28.3.17.难以利用的漏洞允许未经认证的攻击者通过多种协议访问网络，从而破坏Java SE、JRockit。成功的攻击需要攻击者以外的人的互动。成功攻擊此漏洞可導致未經授權更新、插入或刪除一些Java SE、JRockit可存取的數據，以及未經授權讀取Java SE、JRockit可存取的數據子集。注意：该漏洞只能通过向指定组件中的API提供数据而不使用不受信任的Java Web Start应用程序或不受信任的Java小程序，如通过网络服务，才能被利用。CVSS 3.0基础得分4.2（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:L/A:N）。
CVE-2018-2801||Oracle Fusion Middleware的Oracle Outside In Technology组件（子组件：Outside In Image Export SDK）中存在漏洞。受影响的支持版本为8.5.3。容易被利用的漏洞允许未经认证的攻击者通过HTTP的网络访问来破坏Oracle Outside In Technology。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击可能导致未经授权访问关键数据或完全访问所有Oracle Outside In Technology的可访问数据，以及未经授权导致Oracle Outside In Technology的部分拒绝服务（部分DOS）的能力。注意：Outside In Technology是一套软件开发工具包（SDK）。协议和CVSS得分取决于使用Outside In Technology代码的软件。CVSS得分假定软件将通过网络收到的数据直接传递给Outside In Technology代码，但如果没有通过网络收到数据，CVSS得分可能会更低。CVSS 3.0基础得分7.1（保密性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:L）。
CVE-2018-2802||在Oracle Hospitality Applications的Oracle Hospitality Simphony组件（子组件：客户端应用程序加载器）中存在漏洞。受影响的支持版本为2.8和2.9。容易被利用的漏洞允许有网络访问权的低权限攻击者通过HTTP来破坏Oracle Hospitality Simphony。对该漏洞的成功攻击可导致对某些Oracle Hospitality Simphony可访问数据的未授权更新、插入或删除访问，以及对Oracle Hospitality Simphony可访问数据子集的未授权读取访问。CVSS 3.0基础得分5.4（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N）。
CVE-2018-2803||Oracle Hospitality Applications的Oracle Hospitality Reporting and Analytics组件（子组件：报告）中存在漏洞。受影响的支持版本为9.0。容易被利用的漏洞允许通过HTTP进行网络访问的低权限攻击者破坏Oracle Hospitality Reporting and Analytics。对该漏洞的成功攻击可导致对关键数据或所有Oracle Hospitality Reporting and Analytics可访问数据的未授权创建、删除或修改访问，以及对关键数据的未授权访问或对所有Oracle Hospitality Reporting and Analytics可访问数据的完全访问。CVSS 3.0基础得分8.1（机密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N）。
CVE-2018-2804||在Oracle电子商务套件的Oracle应用对象库组件（子组件：DB权限）中存在漏洞。受影响的支持版本为12.1.3、12.2.3、12.2.4、12.2.5、12.2.6和12.2.7。难以利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏Oracle应用对象库。对该漏洞的成功攻击可导致对关键数据或所有Oracle应用对象库可访问数据的未授权创建、删除或修改访问，以及对关键数据的未授权访问或对所有Oracle应用对象库可访问数据的完全访问。CVSS 3.0基础得分7.4（机密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N）。
CVE-2018-2805||在Oracle MySQL的MySQL服务器组件（子组件：GIS扩展）中存在漏洞。受影响的支持版本为5.6.39及之前的版本。容易被利用的漏洞允许有网络访问权的低权限攻击者通过多种协议破坏MySQL服务器。成功攻击该漏洞可导致未经授权的MySQL服务器挂起或经常重复崩溃（完全DOS）的能力。CVSS 3.0基础得分6.5（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-2806||Oracle Fusion Middleware的Oracle Outside In Technology组件（子组件：Outside In Filters）中存在漏洞。受影响的支持版本为8.5.3。容易被利用的漏洞允许未经认证的攻击者通过HTTP的网络访问来破坏Oracle Outside In Technology。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击可能导致未经授权访问关键数据或完全访问所有Oracle Outside In Technology的可访问数据，以及未经授权导致Oracle Outside In Technology的部分拒绝服务（部分DOS）的能力。注：Outside In Technology是一套软件开发工具包（SDK）。协议和CVSS得分取决于使用Outside In Technology代码的软件。CVSS得分假定软件将通过网络收到的数据直接传递给Outside In Technology代码，但如果没有通过网络收到数据，CVSS得分可能会更低。CVSS 3.0基础得分7.1（保密性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:L）。
CVE-2018-2807||Oracle金融服务应用系统的Oracle FLEXCUBE核心银行组件中存在漏洞（子组件：证券）。受影响的支持版本为11.5.0、11.6.0和11.7.0。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏Oracle FLEXCUBE Core Banking。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Oracle FLEXCUBE核心银行中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对部分Oracle FLEXCUBE Core Banking可访问数据的未授权更新、插入或删除访问，以及对Oracle FLEXCUBE Core Banking可访问数据子集的未授权读取访问。CVSS 3.0基础得分6.1（保密性和完整性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N) 。
CVE-2018-2808||Oracle Sun Systems Products Suite 的 Solaris 组件（子组件：内核）存在漏洞。受影响的支持版本为11.3。容易被利用的漏洞允许登录到Solaris执行的基础设施的低权限攻击者损害Solaris。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击可导致未经授权的能力，导致Solaris的挂起或经常重复的崩溃（完全DOS）。CVSS 3.0基础得分5.0（可用性影响）。CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:L/UI:R/S:U/C:N/I:N/A:H)。
CVE-2018-2809||Oracle PeopleSoft产品的PeopleSoft Enterprise PeopleTools组件（子组件：Fluid Homepage & Navigation）中存在漏洞。受影响的支持版本为8.54、8.55和8.56。容易被利用的漏洞允许未经认证的攻击者通过HTTP的网络访问来破坏PeopleSoft Enterprise PeopleTools。成功的攻击需要攻击者以外的人的互动。对该漏洞的成功攻击可能导致对PeopleSoft Enterprise PeopleTools的一些可访问数据进行未经授权的更新、插入或删除。CVSS 3.0基础得分4.3（完整性影响）。CVSS向量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N）。
CVE-2018-2810||Oracle MySQL的MySQL Server组件（子组件：InnoDB）中存在漏洞。受影响的支持版本为5.7.21及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。成功攻击该漏洞可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分4.9（可用性影响）。CVSS矢量: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H)。
CVE-2018-2811||Oracle Java SE的Java SE组件中存在漏洞（子组件：安装）。受影响的支持版本是Java SE：8u162和10。难以利用的漏洞允许未认证的攻击者在登录到Java SE执行的基础设施后，破坏Java SE。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Java SE中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对Java SE的接管。注：适用于客户端部署的Java的安装过程。CVSS 3.0基础得分7.7（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-2812||Oracle MySQL的MySQL Server组件（子组件：服务器：优化器）中存在漏洞。受影响的支持版本为5.7.21及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。成功攻击该漏洞可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS），以及未经授权的更新、插入或删除访问一些MySQL服务器的可访问数据。CVSS 3.0基础得分5.5（完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:H）。
CVE-2018-2813||在Oracle MySQL的MySQL服务器组件中存在漏洞（子组件：服务器：DDL）。受影响的支持版本为5.5.59及以前版本、5.6.39及以前版本和5.7.21及以前版本。容易被利用的漏洞允许具有网络访问权的低权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致对MySQL服务器可访问数据子集的未授权读取访问。CVSS 3.0基础得分4.3（保密性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N）。
CVE-2018-2814||Oracle Java SE的Java SE、Java SE Embedded组件（子组件：Hotspot）中存在漏洞。受影响的支持版本是Java SE：6u181、7u171、8u162和10；Java SE Embedded：8u161。难以利用的漏洞允许未认证的攻击者通过多个协议访问网络，从而破坏Java SE、Java SE Embedded。成功的攻击需要攻击者以外的人的互动，虽然该漏洞是在Java SE、Java SE Embedded中，但攻击可能会对其他产品产生重大影响。对该漏洞的成功攻击会导致对Java SE、Java SE Embedded的接管。注意：该漏洞适用于Java部署，通常是在运行沙盒化的Java Web Start应用程序或沙盒化的Java小程序的客户端，加载和运行不受信任的代码（例如，来自互联网的代码），并依赖Java沙盒的安全性。该漏洞不适用于通常在服务器中的Java部署，这些部署只加载和运行受信任的代码（例如，由管理员安装的代码）。CVSS 3.0基础得分8.3（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H）。
CVE-2018-2815||Oracle Java SE的Java SE、Java SE Embedded、JRockit组件中存在漏洞（子组件：序列化）。受影响的支持版本有Java SE：6u181、7u171、8u162和10；Java SE Embedded：8u161；JRockit。R28.3.17.容易被利用的漏洞允许未经认证的攻击者通过多种协议访问网络，从而破坏Java SE、Java SE Embedded、JRockit。成功攻擊此漏洞可導致未經授權的人能夠造成 Java SE、Java SE Embedded、JRockit 的部分拒絕服務（部分 DOS）。注意：适用于客户端和服务器部署的Java。此漏洞可通过沙箱的Java Web Start应用程序和沙箱的Java小程序被利用。也可通过向指定组件的API提供数据而不使用沙盒的Java Web Start应用程序或沙盒的Java小程序，如通过网络服务来利用。CVSS 3.0基础得分5.3（可用性影响）。CVSS向量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L）。
CVE-2018-2816||Oracle MySQL的MySQL Server组件（子组件：服务器：优化器）中存在漏洞。受影响的支持版本为5.7.21及之前的版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。成功攻击此漏洞可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分4.9（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-2817||在Oracle MySQL的MySQL服务器组件中存在漏洞（子组件：服务器：DDL）。受影响的支持版本为5.5.59及以前版本、5.6.39及以前版本和5.7.21及以前版本。容易被利用的漏洞允许具有网络访问权的低权限攻击者通过多种协议破坏MySQL服务器。成功攻击该漏洞可导致未经授权的能力，导致MySQL服务器挂起或经常重复崩溃（完全DOS）。CVSS 3.0基础得分6.5（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-2818||在Oracle MySQL的MySQL Server组件中存在漏洞（子组件：Server : Security : Privileges）。受影响的支持版本为5.5.59及以前版本、5.6.39及以前版本和5.7.21及以前版本。容易被利用的漏洞允许具有网络访问权的高权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的MySQL服务器挂起或经常重复崩溃（完全DOS）的能力。CVSS 3.0基础得分4.9（可用性影响）。CVSS矢量: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H)。
CVE-2018-2819||Oracle MySQL的MySQL Server组件（子组件：InnoDB）中存在漏洞。受影响的支持版本为5.5.59及以前版本、5.6.39及以前版本和5.7.21及以前版本。容易被利用的漏洞允许具有网络访问权的低权限攻击者通过多种协议破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的MySQL服务器挂起或经常重复崩溃（完全DOS）的能力。CVSS 3.0基础得分6.5（可用性影响）。CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).
CVE-2018-2820||Oracle PeopleSoft产品的PeopleSoft Enterprise PeopleTools组件（子组件：Fluid Core）中存在漏洞。受影响的支持版本为8.54、8.55和8.56。容易被利用的漏洞允许具有网络访问权限的低权限攻击者通过HTTP控制PeopleSoft Enterprise PeopleTools。对该漏洞的成功攻击可导致对PeopleSoft Enterprise PeopleTools可访问数据子集的未授权读取访问。CVSS 3.0基础得分4.3（保密性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N）。
